model,cot,max_new_tokens,accuracy,stepwise_accuracy,instances,runtime_minutes
qwen2.5-3b,False,128,0.2565217391304348,0.24074074074074073,1150,26.8248243105
qwen2.5-3b,False,256,0.2565217391304348,0.24074074074074073,1150,26.24140614533333
qwen2.5-3b,False,512,0.2565217391304348,0.24074074074074073,1150,25.755137861533324
