model,cot,max_new_tokens,accuracy,stepwise_accuracy,instances,runtime_minutes
qwen2.5-7b,False,128,0.11391304347826087,,1150,24.6526120678
qwen2.5-7b,False,256,0.11391304347826087,,1150,23.25763013846667
qwen2.5-7b,False,512,0.11391304347826087,,1150,23.326125571933336
